0.221278,0.194657,0.185084
0.158646,0.124426,0.133194
0.318769,0.353266,0.351759
0.27837,0.205394,0.219051
0.110084,0.207552,0.195807
0.240117,0.313152,0.372525
-0.00350365,-0.0136971,-0.0252406
-0.45829,-0.489322,-0.451449
0.00336074,0.0565252,0.026707
-0.102095,-0.214333,-0.191102
-0.431983,-0.343912,-0.3986
-0.120435,-0.186504,-0.130198
-0.356991,-0.349285,-0.34865
-0.273501,-0.258459,-0.264982
-0.369887,-0.35342,-0.332965
-0.308914,-0.294818,-0.285217
-0.41083,-0.276556,-0.243608
-0.47814,-0.319201,-0.259104
0.0471296,0.00541363,-0.0144294
0.0672315,0.0330578,0.0134346
0.0961602,0.0463529,0.0250543
0.0553179,0.0345365,0.014565
0.0537376,0.0266596,0.0184105
0.0513707,0.0216845,0.00962467
0.0734568,0.0192625,0.00656426
0.00159656,-0.00577743,-0.0140936
0.0118977,-0.00509826,0.00269739
0.14005,0.107032,0.0912866
0.0297587,0.0760549,0.0730475
0.0366517,0.0648199,0.0852012
0.0796892,0.0702537,0.0586763
0.0983765,0.0713539,0.085325
-0.0920991,0.0392889,0.0796964
-0.00286206,-0.0310567,-0.0308064
0.00332116,0.0176412,0.00479461
-0.0183138,-0.0417001,-0.0202645
-0.0826381,-0.0597683,-0.0815997
0.0910667,0.114301,0.123672
-0.0413266,-0.00853333,-0.0110451
-0.266485,-0.243911,-0.208223
-0.11121,-0.0795158,-0.0885339
0.0248843,-0.0103428,0.00376874
0.413122,0.41799,0.362451
-0.20743,-0.193644,-0.19598
0.125396,0.0725202,0.0962061
0.153951,0.153932,0.175212
-0.213856,-0.271798,-0.269369
-0.0451829,-0.0389898,-0.0567644
-0.204545,-0.21806,-0.196447
0.028604,0.0448428,0.0379768
0.100117,0.0171461,0.0262317
-0.181644,-0.133052,-0.169625
-0.100321,-0.152294,-0.0979239
0.218034,0.251028,0.218154
0.263396,0.205769,0.192002
0.0144514,0.0765301,0.00908153
0.121607,0.0628187,0.0826527
0.0858304,-0.0312874,-0.00785044
-0.27968,-0.290508,-0.304775
-0.119071,-0.218026,-0.159731
-0.133257,-0.0817596,-0.132507
0.112391,0.0352191,0.0184495
0.217303,0.131567,0.181877
